Name,Professional Suffixes,Primary Specialty,WCM Find A Doctor URL,Accepting New Patients,Video Visits Avaliable,Languages,Zip Code,Country_ISO3166_alpha2,Latitude,Longitude,Accepted Insurance,Address
Shari  Lipner,"M.D., Ph.D.",Dermatology,https://weillcornell.org/slipner,Yes,No,English,10021,,40.7685,-73.9527,"Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Affinity Access ,Affinity Health Plan ,AgeWell New York ,Amida Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Empire Blue Cross/Blue Shield HealthPlus CHP,GHI CBP,Health First ,Medicaid ,Medicare ,Oxford Health Plans Metro/Core/Charter,United Healthcare Medicare,United Healthcare Compass ,VNSNY CHOICE HMO,VNSNY CHOICE Medicare,WellCare of NY ,WorldWide Medical ""","1305 York Avenue New York, NY 10021"
Lauri A. Liskin,M.D.,N/A,https://weillcornell.org/lauri-a-liskinmd-6288,No,N/A,English,10028,,40.7799,-73.9582,No insurance information,"103 E. 86th Street New York, NY 10028"
Elena Goldstein Lister,M.D.,N/A,https://weillcornell.org/elena-goldstein-listermd-5981,No,N/A,English,10075,,40.7749,-73.9632,No insurance information,"1044 Madison Avenue New York, NY 10075"
Conor Michael Liston,,Psychiatry,https://weillcornell.org/conor-michael-liston-phd-md,No,N/A,English,10065,,40.7619,-73.9567,No insurance information,"1165 York Avenue New York, NY 10065"
Ross  Littauer,,Emergency Medicine,https://weillcornell.org/ross-littauer-md,Yes,N/A,English,10065,,40.7649,-73.9569,No insurance information,"525 East 68th Street New York, NY 10065"
Ross  Littauer,,Emergency Medicine,https://weillcornell.org/ross-littauer-md,Yes,N/A,English,10038,,40.7101,-74.007954,No insurance information,"170 William Street New York, NY 10038"
Christopher F. Liu,M.D.,Cardiology,https://weillcornell.org/cfliu,Yes,No,"Chinese (Cantonese), Chinese (Mandarin), Spanish, English",10021,,40.7659,-73.9567,"Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Affinity Access ,AgeWell New York ,Amida Care ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Empire Blue Cross/Blue Shield HealthPlus CHP,Medicaid ,Medicare ,Oxford Health Plans Metro/Core/Charter,United Healthcare Compass ,VNSNY CHOICE HMO,VNSNY CHOICE Medicare,WellCare of NY ,WorldWide Medical ""","520 East 70th Street New York, NY 10021"
Diane  Liu,MD,Pediatric Nephrology,https://weillcornell.org/diane-liu-md,No,N/A,English,10021,,40.7659,-73.9567,"AETNA HMO,AETNA PPO,Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Aetna Weill Cornell Employee PPO Plan ,Affinity Access ,Affinity Health Plan ,CIGNA ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield EPO,Empire Blue Cross/Blue Shield HMO,Empire Blue Cross/Blue Shield Mediblue (Senior),Empire Blue Cross/Blue Shield PPO,Empire Blue Cross/Blue Shield HealthPlus ,Empire Blue Cross/Blue Shield HealthPlus CHP,Fidelis Care ,GHI CBP,Health First ,Health Insurance Plan of NY (HIP) ,Health Insurance Plan of NY (HIP) Medicaid,Medicaid ,Medicare ,Oxford Health Plans Freedom,Oxford Health Plans Liberty,Oxford Health Plans Medicare Advantage,Oxford Health Plans Metro/Core/Charter,Rockefeller University - Trustmark ,United Empire ,United Healthcare ,United Healthcare Community Plan,United Healthcare Medicare,United Healthcare Compass ,VNSNY CHOICE HMO,WellCare of NY ,WorldWide Medical ""","505 East 70th Street New York, NY 10021"
Frank M. Liu,M.D.,Nephrology,https://weillcornell.org/fmliu,No,N/A,English,10021,,40.7659,-73.9567,"Empire Blue Cross/Blue Shield Blue Access,United Healthcare Compass ""","505 East 70th Street New York, NY 10021"
George  Liu,"Ph.D., M.D.",N/A,https://weillcornell.org/george-liumd-phd-6041,No,N/A,English,10013,,40.7179,-74.0018,No insurance information,"185 Canal Street New York, NY 10013"
Eli F. Lizza,M.D.,N/A,https://weillcornell.org/eli-f-lizzamd-5983,No,N/A,English,10028,,40.7766,-73.9617,No insurance information,"955 Park Avenue New York, NY 10028"
Grace  Lo,M.D.,Diagnostic Radiology,https://weillcornell.org/grace-lo-md,Yes,N/A,English,10021,,40.7685,-73.9527,No insurance information,"1305 York Avenue New York, NY 10021"
Grace  Lo,M.D.,Diagnostic Radiology,https://weillcornell.org/grace-lo-md,Yes,N/A,English,10065,,40.7669,-73.9539,No insurance information,"1283 York Avenue New York, NY 10065"
Grace  Lo,M.D.,Diagnostic Radiology,https://weillcornell.org/grace-lo-md,Yes,N/A,English,10024,,40.7831,-73.977961,No insurance information,"2315 Broadway New York, NY 10024"
Grace  Lo,M.D.,Diagnostic Radiology,https://weillcornell.org/grace-lo-md,Yes,N/A,English,10021,,40.7659,-73.9567,No insurance information,"520 East 70th Street New York, NY 10021"
Grace  Lo,M.D.,Diagnostic Radiology,https://weillcornell.org/grace-lo-md,Yes,N/A,English,10038,,40.7101,-74.0059,No insurance information,"53 Beekman Street New York, NY 10038"
Grace  Lo,M.D.,Diagnostic Radiology,https://weillcornell.org/grace-lo-md,Yes,N/A,English,10022,,40.7569,-73.9647,No insurance information,"416 East 55th Street New York, NY 10022"
Grace  Lo,M.D.,Diagnostic Radiology,https://weillcornell.org/grace-lo-md,Yes,N/A,English,10065,,40.7619,-73.9597,No insurance information,"425 East 61st Street New York, NY 10065"
Grace  Lo,M.D.,Diagnostic Radiology,https://weillcornell.org/grace-lo-md,Yes,N/A,English,10065,,40.7649,-73.9569,No insurance information,"525 East 68th Street New York, NY 10065"
Grace  Lo,M.D.,Diagnostic Radiology,https://weillcornell.org/grace-lo-md,Yes,N/A,English,11101,,40.7479,-73.9437,No insurance information,"28-25 Jackson Avenue Long Island City, NY 11101"
Yu Hsiang Johnny  Lo,M.D.,Emergency Medicine,https://weillcornell.org/yu-hsiang-johnny-lo-md,No,N/A,English,10065,,40.7649,-73.9569,No insurance information,"525 East 68th Street New York, NY 10065"
Clarissa  Lock-O'Hanlon,M.D.,Internal Medicine,https://weillcornell.org/clarissa-lock-o-hanlon-md,Yes,Yes,English,10016,,40.7469,-73.9827,"AETNA HMO,AETNA PPO,Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Aetna Weill Cornell Employee PPO Plan ,CIGNA ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield EPO,Empire Blue Cross/Blue Shield HMO,Empire Blue Cross/Blue Shield Mediblue (Senior),Empire Blue Cross/Blue Shield PPO,Medicare ,Oxford Health Plans Freedom,Oxford Health Plans Liberty,Oxford Health Plans Metro/Core/Charter,Rockefeller University - Trustmark ,United Empire ,United Healthcare ,United Healthcare Compass ,WorldWide Medical ""","38 East 32 Street New York, NY 10016"
Michael D. Lockshin,M.D.,Rheumatology,https://weillcornell.org/mdlockshin,No,No,English,10021,,40.7659,-73.9567,No insurance information,"535 East 70th Street New York, NY 10021"
Susan E. Loeb-Zeitlin,"MD, FACOG",Obstetrics and Gynecology,https://weillcornell.org/szeitlin,Yes,No,English,10065,,40.7619,-73.9597,"Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Empire Blue Cross/Blue Shield Blue Access,GHI CBP,Health Insurance Plan of NY (HIP) ,Health Insurance Plan of NY (HIP) Medicaid,Medicare ,Oxford Health Plans Medicare Advantage,Oxford Health Plans Metro/Core/Charter,United Empire ,United Healthcare Medicare,United Healthcare Compass ,WorldWide Medical ""","425 East 61st Street New York, NY 10065"
Joanna  Loewenstein,M.D.,Internal Medicine,https://weillcornell.org/jloewenstein,No,No,"Spanish, English",10028,,40.7779,-73.9567,"AETNA HMO,AETNA PPO,Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Aetna Weill Cornell Employee PPO Plan ,CIGNA ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield EPO,Empire Blue Cross/Blue Shield HMO,Empire Blue Cross/Blue Shield Mediblue (Senior),Empire Blue Cross/Blue Shield PPO,Medicare ,Oxford Health Plans Freedom,Oxford Health Plans Liberty,Oxford Health Plans Metro/Core/Charter,Rockefeller University - Trustmark ,United Empire ,United Healthcare ,United Healthcare Compass ,WorldWide Medical ""","215 East 85th Street New York, NY 10028"
Veronica M. LoFaso,"M.D., M.S.",Geriatric Medicine,https://weillcornell.org/vlofaso,No,Yes,English,10065,,40.7649,-73.9569,"Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Affinity Access ,AgeWell New York ,Amida Care ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Empire Blue Cross/Blue Shield HealthPlus CHP,GHI CBP,Health First ,Medicaid ,Medicare ,Oxford Health Plans Medicare Advantage,Oxford Health Plans Metro/Core/Charter,United Healthcare Community Plan,United Healthcare Medicare,United Healthcare Compass ,VNSNY CHOICE HMO,VNSNY CHOICE Medicare,WellCare of NY ,WorldWide Medical ""","525 East 68th Street New York, NY 10065"
Todd  Loftus,M.D.,Public Health-Preventative Medicine,https://weillcornell.org/toddloftus,No,No,English,10036,,40.7569,-73.9817,"AETNA HMO,AETNA PPO,Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Empire Blue Cross/Blue Shield HealthPlus CHP,Medicaid ,Medicare ""","56 West 45th Street New York, NY 10036"
Todd  Loftus,M.D.,Public Health-Preventative Medicine,https://weillcornell.org/toddloftus,No,No,English,10065,,40.7669,-73.9597,"AETNA HMO,AETNA PPO,Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Empire Blue Cross/Blue Shield HealthPlus CHP,Medicaid ,Medicare ""","402 E 67th Street New York, NY 10065"
Jay M. Neugarten,"D.D.S., M.D.",N/A,https://weillcornell.org/jay-m-neugartendds-md-6171,No,N/A,English,10065,,40.7649,-73.9569,No insurance information,"525 East 68th Street New York, NY 10065"
H. Jonathan Polan,M.D.,N/A,https://weillcornell.org/h-jonathan-polanmd-6209,No,N/A,English,10065,,40.7669,-73.9527,No insurance information,"1300 York Avenue New York, NY 10065"
Kathryn  Moss,M.D.,N/A,https://weillcornell.org/kathryn-mossmd-6235,No,N/A,English,10065,,40.7649,-73.9569,No insurance information,"525 East 68th Street New York, NY 10065"
Caroline B. Long,M.D.,N/A,https://weillcornell.org/caroline-b-longmd-5830,No,N/A,English,10022,,40.7644,-73.971985,No insurance information,"16 East 60th Street New York, NY 10022"
Yang  Long,M.D.,Pediatric Anesthesiology,https://weillcornell.org/yang-long-md,No,N/A,English,10065,,40.7649,-73.9569,"AETNA HMO,AETNA Medicare,AETNA PPO,Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Aetna Weill Cornell Employee PPO Plan ,Affinity Access ,Affinity Health Plan ,AgeWell New York ,Amida Care ,CIGNA ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Empire Blue Cross/Blue Shield EPO,Empire Blue Cross/Blue Shield HMO,Empire Blue Cross/Blue Shield Mediblue (Senior),Empire Blue Cross/Blue Shield PPO,Empire Blue Cross/Blue Shield HealthPlus ,Empire Blue Cross/Blue Shield HealthPlus CHP,Fidelis Care ,GHI CBP,Health First ,Health Insurance Plan of NY (HIP) ,Health Insurance Plan of NY (HIP) Medicaid,Health Insurance Plan of NY (HIP) Medicare,Medicaid ,Medicare ,Oxford Health Plans Freedom,Oxford Health Plans Liberty,Oxford Health Plans Medicare Advantage,Oxford Health Plans Metro/Core/Charter,Rockefeller University - Trustmark ,United Empire ,United Healthcare ,United Healthcare Community Plan,United Healthcare Medicare,United Healthcare Compass ,VNSNY CHOICE HMO,VNSNY CHOICE Medicare,WellCare of NY ,WorldWide Medical ""","525 East 68th Street New York, NY 10065"
Randy  Longman,"M.D., Ph.D",Gastroenterology,https://weillcornell.org/rlongman,Yes,Yes,English,10065,,40.7669,-73.9539,"AETNA Medicare,Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Affinity Access ,AgeWell New York ,Amida Care ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Empire Blue Cross/Blue Shield HealthPlus CHP,Fidelis Care ,GHI CBP,Health Insurance Plan of NY (HIP) Medicaid,Health Insurance Plan of NY (HIP) Medicare,Medicaid ,Medicare ,Oxford Health Plans Metro/Core/Charter,United Healthcare Community Plan,United Healthcare Compass ,VNSNY CHOICE HMO,VNSNY CHOICE Medicare,WellCare of NY ,WorldWide Medical ""","1283 York Avenue New York, NY 10065"
Florence  Loo,M.D.,Pathology,https://weillcornell.org/florence-loo-md,No,N/A,English,11355,,40.7532,-73.8195,No insurance information,"56-45 Main Street Flushing, NY 11355"
Marcus Hsieu-Hong Loo,M.D.,N/A,https://weillcornell.org/marcus-hsieuhong-loomd-6350,No,N/A,English,10013,,40.7189,-74.000732,No insurance information,"254 Canal Street New York, NY 10013"
Kenneth R. Meisler,D.P.M.,N/A,https://weillcornell.org/kenneth-r-meislerdpm-6273,No,N/A,English,10065,,40.7649,-73.9569,No insurance information,"525 East 68th Street New York, NY 10065"
Olivia A. Lopez,,N/A,https://weillcornell.org/olivia-a-lopezmd-7235,No,N/A,English,11215,,40.6689,-73.9819,No insurance information,"506 6th Street Brooklyn, NY 11215"
Ralph Ivan Lopez,M.D.,N/A,https://weillcornell.org/ralph-ivan-lopezmd-6567,No,N/A,English,10021-4802,,40.7689,-73.9589,No insurance information,"418 East 71st Street New York, NY 10021-4802"
Thomas  Lorio,L.C.S.W,Social Worker,https://weillcornell.org/thomas-lorio-lcsw,Yes,N/A,English,10022,,40.7589,-73.9694,"AETNA HMO,AETNA PPO,Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Aetna Weill Cornell Employee PPO Plan ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Empire Blue Cross/Blue Shield EPO,Empire Blue Cross/Blue Shield HMO,Empire Blue Cross/Blue Shield PPO,Rockefeller University - Trustmark ""","641 Lexington Avenue New York, NY 10022"
Gerald M. Loughlin,M.D.,Pediatric Pulmonology,https://weillcornell.org/gml2001,Yes,N/A,English,10021,,40.7659,-73.9567,"Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Affinity Access ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Empire Blue Cross/Blue Shield HealthPlus CHP,GHI CBP,Medicaid ,Medicare ,Oxford Health Plans Metro/Core/Charter,United Healthcare Compass ,VNSNY CHOICE HMO,WellCare of NY ,WorldWide Medical ""","505 East 70th Street New York, NY 10021"
Lea  Lowenfeld,M.D.,Colon and Rectal Surgery,https://weillcornell.org/lea-lowenfeld-md,Yes,No,English,10021,,40.7685,-73.9527,"AETNA HMO,AETNA Medicare,AETNA PPO,Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Aetna Weill Cornell Employee PPO Plan ,Affinity Access ,Affinity Health Plan ,AgeWell New York ,Amida Care ,CIGNA ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Empire Blue Cross/Blue Shield EPO,Empire Blue Cross/Blue Shield HMO,Empire Blue Cross/Blue Shield Mediblue (Senior),Empire Blue Cross/Blue Shield PPO,Empire Blue Cross/Blue Shield HealthPlus ,Empire Blue Cross/Blue Shield HealthPlus CHP,Fidelis Care ,GHI CBP,Health First ,Health Insurance Plan of NY (HIP) ,Health Insurance Plan of NY (HIP) Medicaid,Health Insurance Plan of NY (HIP) Medicare,Medicaid ,Medicare ,Oxford Health Plans Freedom,Oxford Health Plans Liberty,Oxford Health Plans Medicare Advantage,Oxford Health Plans Metro/Core/Charter,Rockefeller University - Trustmark ,United Empire ,United Healthcare ,United Healthcare Community Plan,United Healthcare Medicare,United Healthcare Compass ,VNSNY CHOICE HMO,VNSNY CHOICE Medicare,WellCare of NY ,WorldWide Medical ""","1315 York Avenue New York, NY 10021"
Lea  Lowenfeld,M.D.,Colon and Rectal Surgery,https://weillcornell.org/lea-lowenfeld-md,Yes,No,English,10038,,40.7101,-74.005941,"AETNA HMO,AETNA Medicare,AETNA PPO,Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Aetna Weill Cornell Employee PPO Plan ,Affinity Access ,Affinity Health Plan ,AgeWell New York ,Amida Care ,CIGNA ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Empire Blue Cross/Blue Shield EPO,Empire Blue Cross/Blue Shield HMO,Empire Blue Cross/Blue Shield Mediblue (Senior),Empire Blue Cross/Blue Shield PPO,Empire Blue Cross/Blue Shield HealthPlus ,Empire Blue Cross/Blue Shield HealthPlus CHP,Fidelis Care ,GHI CBP,Health First ,Health Insurance Plan of NY (HIP) ,Health Insurance Plan of NY (HIP) Medicaid,Health Insurance Plan of NY (HIP) Medicare,Medicaid ,Medicare ,Oxford Health Plans Freedom,Oxford Health Plans Liberty,Oxford Health Plans Medicare Advantage,Oxford Health Plans Metro/Core/Charter,Rockefeller University - Trustmark ,United Empire ,United Healthcare ,United Healthcare Community Plan,United Healthcare Medicare,United Healthcare Compass ,VNSNY CHOICE HMO,VNSNY CHOICE Medicare,WellCare of NY ,WorldWide Medical ""","156 William Street New York, NY 10038"
Michelle H. Loy,,Internal Medicine,https://weillcornell.org/michelle-h-loy-md,Yes,N/A,"Chinese (Mandarin), English",10021,,40.7669,-73.9597,"AETNA HMO,AETNA Medicare,AETNA PPO,Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Aetna Weill Cornell Employee PPO Plan ,CIGNA ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Empire Blue Cross/Blue Shield EPO,Empire Blue Cross/Blue Shield HMO,Empire Blue Cross/Blue Shield Mediblue (Senior),Empire Blue Cross/Blue Shield PPO,GHI CBP,Health Insurance Plan of NY (HIP) ,Health Insurance Plan of NY (HIP) Medicare,Medicare ,Oxford Health Plans Freedom,Oxford Health Plans Liberty,Oxford Health Plans Medicare Advantage,Oxford Health Plans Metro/Core/Charter,Rockefeller University - Trustmark ,United Empire ,United Healthcare ,United Healthcare Medicare,United Healthcare Compass ,VNSNY CHOICE Medicare,WellCare of NY ,WorldWide Medical ""","436 East 69th Street New York, NY 10021"
Austin  Lu,"M.D., B.M.",N/A,https://weillcornell.org/austin-lubm-md-5781,No,N/A,English,10013,,40.7179,-74.000732,No insurance information,"139 Centre Street New York, NY 10013"
Daniel Y. Lu,M.D.,Cardiology,https://weillcornell.org/daniel-y-lu-md,Yes,N/A,English,10021,,40.7659,-73.9567,No insurance information,"520 East 70th Street New York, NY 10021"
Daniel Y. Lu,M.D.,Cardiology,https://weillcornell.org/daniel-y-lu-md,Yes,N/A,English,10038,,40.7101,-74.007954,No insurance information,"170 William Street New York, NY 10038"
Li  Lu,B.M.,N/A,https://weillcornell.org/li-lubm-6313,No,N/A,English,10013,,40.7179,-74.000732,No insurance information,"139 Centre Street New York, NY 10013"
Stasi  Lubansky,D.N.P.,Internal Medicine,https://weillcornell.org/slubansky,Yes,Yes,English,10021,,40.7659,-73.9567,"Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Aetna Weill Cornell Employee PPO Plan ,Affinity Access ,Amida Care ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Empire Blue Cross/Blue Shield HealthPlus CHP,Medicaid ,Medicare ,Oxford Health Plans Metro/Core/Charter,United Empire ,United Healthcare Community Plan,United Healthcare Compass ,VNSNY CHOICE HMO,VNSNY CHOICE Medicare,WorldWide Medical ""","505 East 70th Street New York, NY 10021"
Susan L. Lucak,M.D.,Gastroenterology,https://weillcornell.org/sllucak,No,Yes,"Czech, English",10075,,40.7741,-73.9654,"AETNA HMO,AETNA Medicare,AETNA PPO,Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Aetna Weill Cornell Employee PPO Plan ,CIGNA ,Empire Blue Cross/Blue Shield EPO,Empire Blue Cross/Blue Shield HMO,Empire Blue Cross/Blue Shield Mediblue (Senior),Empire Blue Cross/Blue Shield PPO,Medicare ,Oxford Health Plans Freedom,Oxford Health Plans Liberty,Oxford Health Plans Medicare Advantage,Oxford Health Plans Metro/Core/Charter,Rockefeller University - Trustmark ,United Healthcare ,United Healthcare Community Plan,United Healthcare Medicare,United Healthcare Compass ,WorldWide Medical ""","903 Park Avenue New York, NY 10075"
Eugene  Lucas,,"Endocrinology, Diabetes and Metabolism",https://weillcornell.org/eugene-lucas-md,Yes,N/A,English,10021,,40.7685,-73.9527,"AETNA HMO,AETNA Medicare,AETNA PPO,Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Aetna Weill Cornell Employee PPO Plan ,Affinity Access ,Affinity Health Plan ,AgeWell New York ,Amida Care ,CIGNA ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Empire Blue Cross/Blue Shield EPO,Empire Blue Cross/Blue Shield HMO,Empire Blue Cross/Blue Shield Mediblue (Senior),Empire Blue Cross/Blue Shield PPO,Fidelis Care ,GHI CBP,Health Insurance Plan of NY (HIP) ,Health Insurance Plan of NY (HIP) Medicaid,Health Insurance Plan of NY (HIP) Medicare,Medicaid ,Medicare ,Oxford Health Plans Freedom,Oxford Health Plans Liberty,Oxford Health Plans Medicare Advantage,Oxford Health Plans Metro/Core/Charter,Rockefeller University - Trustmark ,United Empire ,United Healthcare ,United Healthcare Community Plan,United Healthcare Medicare,United Healthcare Compass ,VNSNY CHOICE HMO,VNSNY CHOICE Medicare,WellCare of NY ,WorldWide Medical ""","1305 York Avenue New York, NY 10021"
Catherine  Lucero,M.D.,Transplant Hepatology,https://weillcornell.org/clucero,Yes,Yes,English,10065,,40.7669,-73.9539,"AETNA HMO,AETNA Medicare,AETNA PPO,Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Aetna Weill Cornell Employee PPO Plan ,Affinity Access ,Affinity Health Plan ,AgeWell New York ,Amida Care ,CIGNA ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Empire Blue Cross/Blue Shield EPO,Empire Blue Cross/Blue Shield HMO,Empire Blue Cross/Blue Shield Mediblue (Senior),Empire Blue Cross/Blue Shield PPO,Empire Blue Cross/Blue Shield HealthPlus ,Empire Blue Cross/Blue Shield HealthPlus CHP,Fidelis Care ,GHI CBP,Health First ,Health Insurance Plan of NY (HIP) ,Health Insurance Plan of NY (HIP) Medicaid,Health Insurance Plan of NY (HIP) Medicare,Medicaid ,Medicare ,Oxford Health Plans Freedom,Oxford Health Plans Liberty,Oxford Health Plans Medicare Advantage,Oxford Health Plans Metro/Core/Charter,Rockefeller University - Trustmark ,United Empire ,United Healthcare ,United Healthcare Community Plan,United Healthcare Medicare,United Healthcare Compass ,VNSNY CHOICE HMO,VNSNY CHOICE Medicare,WellCare of NY ,WorldWide Medical ""","1283 York Avenue New York, NY 10065"
Catherine  Lucero,M.D.,Transplant Hepatology,https://weillcornell.org/clucero,Yes,Yes,English,10013,,40.7179,-74.0018,"AETNA HMO,AETNA Medicare,AETNA PPO,Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Aetna Weill Cornell Employee PPO Plan ,Affinity Access ,Affinity Health Plan ,AgeWell New York ,Amida Care ,CIGNA ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Empire Blue Cross/Blue Shield EPO,Empire Blue Cross/Blue Shield HMO,Empire Blue Cross/Blue Shield Mediblue (Senior),Empire Blue Cross/Blue Shield PPO,Empire Blue Cross/Blue Shield HealthPlus ,Empire Blue Cross/Blue Shield HealthPlus CHP,Fidelis Care ,GHI CBP,Health First ,Health Insurance Plan of NY (HIP) ,Health Insurance Plan of NY (HIP) Medicaid,Health Insurance Plan of NY (HIP) Medicare,Medicaid ,Medicare ,Oxford Health Plans Freedom,Oxford Health Plans Liberty,Oxford Health Plans Medicare Advantage,Oxford Health Plans Metro/Core/Charter,Rockefeller University - Trustmark ,United Empire ,United Healthcare ,United Healthcare Community Plan,United Healthcare Medicare,United Healthcare Compass ,VNSNY CHOICE HMO,VNSNY CHOICE Medicare,WellCare of NY ,WorldWide Medical ""","41 Elizabeth Street New York, NY 10013"
Catherine  Lucero,M.D.,Transplant Hepatology,https://weillcornell.org/clucero,Yes,Yes,English,11354,,40.7609,-73.8257,"AETNA HMO,AETNA Medicare,AETNA PPO,Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Aetna Weill Cornell Employee PPO Plan ,Affinity Access ,Affinity Health Plan ,AgeWell New York ,Amida Care ,CIGNA ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Empire Blue Cross/Blue Shield EPO,Empire Blue Cross/Blue Shield HMO,Empire Blue Cross/Blue Shield Mediblue (Senior),Empire Blue Cross/Blue Shield PPO,Empire Blue Cross/Blue Shield HealthPlus ,Empire Blue Cross/Blue Shield HealthPlus CHP,Fidelis Care ,GHI CBP,Health First ,Health Insurance Plan of NY (HIP) ,Health Insurance Plan of NY (HIP) Medicaid,Health Insurance Plan of NY (HIP) Medicare,Medicaid ,Medicare ,Oxford Health Plans Freedom,Oxford Health Plans Liberty,Oxford Health Plans Medicare Advantage,Oxford Health Plans Metro/Core/Charter,Rockefeller University - Trustmark ,United Empire ,United Healthcare ,United Healthcare Community Plan,United Healthcare Medicare,United Healthcare Compass ,VNSNY CHOICE HMO,VNSNY CHOICE Medicare,WellCare of NY ,WorldWide Medical ""","136-56 39th Avenue Flushing, NY 11354"
Nevena  Lucic,M.D.,Medical Oncology,https://weillcornell.org/Nevena-Lucic-MD,No,N/A,English,10065,,40.7619,-73.9597,"AETNA HMO,AETNA Medicare,AETNA PPO,Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Aetna Weill Cornell Employee PPO Plan ,Affinity Access ,Affinity Health Plan ,AgeWell New York ,Amida Care ,CIGNA ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Empire Blue Cross/Blue Shield EPO,Empire Blue Cross/Blue Shield HMO,Empire Blue Cross/Blue Shield Mediblue (Senior),Empire Blue Cross/Blue Shield PPO,Empire Blue Cross/Blue Shield HealthPlus ,Empire Blue Cross/Blue Shield HealthPlus CHP,Fidelis Care ,GHI CBP,Health First ,Health Insurance Plan of NY (HIP) ,Health Insurance Plan of NY (HIP) Medicaid,Health Insurance Plan of NY (HIP) Medicare,Medicaid ,Medicare ,Oxford Health Plans Freedom,Oxford Health Plans Liberty,Oxford Health Plans Medicare Advantage,Oxford Health Plans Metro/Core/Charter,Rockefeller University - Trustmark ,United Empire ,United Healthcare ,United Healthcare Community Plan,United Healthcare Medicare,United Healthcare Compass ,VNSNY CHOICE HMO,VNSNY CHOICE Medicare,WellCare of NY ,WorldWide Medical ""","425 East 61st Street New York, NY 10065"
